	X	Y	Value
2633	27	33	12.60
2634	27	34	12.90
2635	27	35	13.20
2636	27	36	13.50
2637	27	37	13.80
2638	27	38	14.10
2639	27	39	14.40
2640	27	40	14.70
2641	27	41	15.00
2642	27	42	15.30
2643	27	43	15.60
2644	27	44	15.90
2645	27	45	16.20
2646	27	46	16.50
2647	27	47	16.80
2648	27	48	17.10
2649	27	49	17.40
2650	27	50	17.70
2651	27	51	18.00
2652	27	52	18.30
2653	27	53	18.60
2654	27	54	18.90
2655	27	55	19.20
2656	27	56	19.50
2657	27	57	19.80
2658	27	58	20.10
2659	27	59	20.40
2660	27	60	20.70
2661	27	61	21.00
2662	27	62	21.30
2663	27	63	21.60
2664	27	64	21.90
2665	27	65	22.20
2666	27	66	22.50
2667	27	67	22.80
2668	27	68	23.10
2669	27	69	23.40
2670	27	70	23.70
2671	27	71	24.00
2672	27	72	24.30
2673	27	73	24.60
2674	27	74	24.90
2675	27	75	25.20
2676	27	76	25.50
2677	27	77	25.80
2678	27	78	26.10
2679	27	79	26.40
2680	27	80	26.70
2681	27	81	27.00
2682	27	82	27.30
2683	27	83	27.60
2684	27	84	27.90
2685	27	85	28.20
2686	27	86	28.50
2687	27	87	28.80
2688	27	88	29.10
2689	27	89	29.40
2690	27	90	29.70
2691	27	91	30.00
2692	27	92	30.30
2693	27	93	30.60
2694	27	94	30.90
2695	27	95	31.20
2696	27	96	31.50
2697	27	97	31.80
2698	27	98	32.10
2699	27	99	32.40
2700	27	0	2.70
2701	28	1	3.10
2702	28	2	3.40
2703	28	3	3.70
2704	28	4	4.00
2705	28	5	4.30
2706	28	6	4.60
2707	28	7	4.90
2708	28	8	5.20
2709	28	9	5.50
2710	28	10	5.80
2711	28	11	6.10
2712	28	12	6.40
2713	28	13	6.70
2714	28	14	7.00
2715	28	15	7.30
2716	28	16	7.60
2717	28	17	7.90
2718	28	18	8.20
2719	28	19	8.50
2720	28	20	8.80
2721	28	21	9.10
2722	28	22	9.40
2723	28	23	9.70
2724	28	24	10.00
2725	28	25	10.30
2726	28	26	10.60
2727	28	27	10.90
2728	28	28	11.20
2729	28	29	11.50
2730	28	30	11.80
2731	28	31	12.10
2732	28	32	12.40
2733	28	33	12.70
2734	28	34	13.00
2735	28	35	13.30
2736	28	36	13.60
2737	28	37	13.90
2738	28	38	14.20
2739	28	39	14.50
2740	28	40	14.80
2741	28	41	15.10
2742	28	42	15.40
2743	28	43	15.70
2744	28	44	16.00
2745	28	45	16.30
2746	28	46	16.60
2747	28	47	16.90
2748	28	48	17.20
2749	28	49	17.50
2750	28	50	17.80
2751	28	51	18.10
2752	28	52	18.40
2753	28	53	18.70
2754	28	54	19.00
2755	28	55	19.30
2756	28	56	19.60
2757	28	57	19.90
2758	28	58	20.20
2759	28	59	20.50
2760	28	60	20.80
2761	28	61	21.10
2762	28	62	21.40
2763	28	63	21.70
2764	28	64	22.00
2765	28	65	22.30
2766	28	66	22.60
2767	28	67	22.90
2768	28	68	23.20
2769	28	69	23.50
2770	28	70	23.80
2771	28	71	24.10
2772	28	72	24.40
2773	28	73	24.70
2774	28	74	25.00
2775	28	75	25.30
2776	28	76	25.60
2777	28	77	25.90
2778	28	78	26.20
2779	28	79	26.50
2780	28	80	26.80
2781	28	81	27.10
2782	28	82	27.40
2783	28	83	27.70
2784	28	84	28.00
2785	28	85	28.30
2786	28	86	28.60
2787	28	87	28.90
2788	28	88	29.20
2789	28	89	29.50
2790	28	90	29.80
2791	28	91	30.10
2792	28	92	30.40
2793	28	93	30.70
2794	28	94	31.00
2795	28	95	31.30
2796	28	96	31.60
2797	28	97	31.90
2798	28	98	32.20
2799	28	99	32.50
2800	28	0	2.80
2801	29	1	3.20
2802	29	2	3.50
2803	29	3	3.80
2804	29	4	4.10
2805	29	5	4.40
2806	29	6	4.70
2807	29	7	5.00
2808	29	8	5.30
2809	29	9	5.60
2810	29	10	5.90
2811	29	11	6.20
2812	29	12	6.50
2813	29	13	6.80
2814	29	14	7.10
2815	29	15	7.40
2816	29	16	7.70
2817	29	17	8.00
2818	29	18	8.30
2819	29	19	8.60
2820	29	20	8.90
2821	29	21	9.20
2822	29	22	9.50
2823	29	23	9.80
2824	29	24	10.10
2825	29	25	10.40
2826	29	26	10.70
2827	29	27	11.00
2828	29	28	11.30
2829	29	29	11.60
2830	29	30	11.90
2831	29	31	12.20
2832	29	32	12.50
2833	29	33	12.80
2834	29	34	13.10
2835	29	35	13.40
2836	29	36	13.70
2837	29	37	14.00
2838	29	38	14.30
2839	29	39	14.60
2840	29	40	14.90
2841	29	41	15.20
2842	29	42	15.50
2843	29	43	15.80
2844	29	44	16.10
2845	29	45	16.40
2846	29	46	16.70
2847	29	47	17.00
2848	29	48	17.30
2849	29	49	17.60
2850	29	50	17.90
2851	29	51	18.20
2852	29	52	18.50
2853	29	53	18.80
2854	29	54	19.10
2855	29	55	19.40
2856	29	56	19.70
2857	29	57	20.00
2858	29	58	20.30
2859	29	59	20.60
2860	29	60	20.90
2861	29	61	21.20
2862	29	62	21.50
2863	29	63	21.80
2864	29	64	22.10
2865	29	65	22.40
2866	29	66	22.70
2867	29	67	23.00
2868	29	68	23.30
2869	29	69	23.60
2870	29	70	23.90
2871	29	71	24.20
2872	29	72	24.50
2873	29	73	24.80
2874	29	74	25.10
2875	29	75	25.40
2876	29	76	25.70
2877	29	77	26.00
2878	29	78	26.30
2879	29	79	26.60
2880	29	80	26.90
2881	29	81	27.20
2882	29	82	27.50
2883	29	83	27.80
2884	29	84	28.10
2885	29	85	28.40
2886	29	86	28.70
2887	29	87	29.00
2888	29	88	29.30
2889	29	89	29.60
2890	29	90	29.90
2891	29	91	30.20
2892	29	92	30.50
2893	29	93	30.80
2894	29	94	31.10
2895	29	95	31.40
2896	29	96	31.70
2897	29	97	32.00
2898	29	98	32.30
2899	29	99	32.60
2900	29	0	2.90
2901	30	1	3.30
2902	30	2	3.60
2903	30	3	3.90
2904	30	4	4.20
2905	30	5	4.50
2906	30	6	4.80
2907	30	7	5.10
2908	30	8	5.40
2909	30	9	5.70
2910	30	10	6.00
2911	30	11	6.30
2912	30	12	6.60
2913	30	13	6.90
2914	30	14	7.20
2915	30	15	7.50
2916	30	16	7.80
2917	30	17	8.10
2918	30	18	8.40
2919	30	19	8.70
2920	30	20	9.00
2921	30	21	9.30
2922	30	22	9.60
2923	30	23	9.90
2924	30	24	10.20
2925	30	25	10.50
2926	30	26	10.80
2927	30	27	11.10
2928	30	28	11.40
2929	30	29	11.70
2930	30	30	12.00
2931	30	31	12.30
2932	30	32	12.60
2933	30	33	12.90
2934	30	34	13.20
2935	30	35	13.50
2936	30	36	13.80
2937	30	37	14.10
2938	30	38	14.40
2939	30	39	14.70
2940	30	40	15.00
2941	30	41	15.30
2942	30	42	15.60
2943	30	43	15.90
2944	30	44	16.20
2945	30	45	16.50
2946	30	46	16.80
2947	30	47	17.10
2948	30	48	17.40
2949	30	49	17.70
2950	30	50	18.00
2951	30	51	18.30
2952	30	52	18.60
2953	30	53	18.90
2954	30	54	19.20
2955	30	55	19.50
2956	30	56	19.80
2957	30	57	20.10
2958	30	58	20.40
2959	30	59	20.70
2960	30	60	21.00
2961	30	61	21.30
2962	30	62	21.60
2963	30	63	21.90
2964	30	64	22.20
2965	30	65	22.50
2966	30	66	22.80
2967	30	67	23.10
2968	30	68	23.40
2969	30	69	23.70
2970	30	70	24.00
2971	30	71	24.30
2972	30	72	24.60
2973	30	73	24.90
2974	30	74	25.20
2975	30	75	25.50
2976	30	76	25.80
2977	30	77	26.10
2978	30	78	26.40
2979	30	79	26.70
2980	30	80	27.00
2981	30	81	27.30
2982	30	82	27.60
2983	30	83	27.90
2984	30	84	28.20
2985	30	85	28.50
2986	30	86	28.80
2987	30	87	29.10
2988	30	88	29.40
2989	30	89	29.70
2990	30	90	30.00
2991	30	91	30.30
2992	30	92	30.60
2993	30	93	30.90
2994	30	94	31.20
2995	30	95	31.50
2996	30	96	31.80
2997	30	97	32.10
2998	30	98	32.40
2999	30	99	32.70
3000	30	0	3.00
3001	31	1	3.40
3002	31	2	3.70
3003	31	3	4.00
3004	31	4	4.30
3005	31	5	4.60
3006	31	6	4.90
3007	31	7	5.20
3008	31	8	5.50
3009	31	9	5.80
3010	31	10	6.10
3011	31	11	6.40
3012	31	12	6.70
3013	31	13	7.00
3014	31	14	7.30
3015	31	15	7.60
3016	31	16	7.90
3017	31	17	8.20
3018	31	18	8.50
3019	31	19	8.80
3020	31	20	9.10
3021	31	21	9.40
3022	31	22	9.70
3023	31	23	10.00
3024	31	24	10.30
3025	31	25	10.60
3026	31	26	10.90
3027	31	27	11.20
3028	31	28	11.50
3029	31	29	11.80
3030	31	30	12.10
3031	31	31	12.40
3032	31	32	12.70
3033	31	33	13.00
3034	31	34	13.30
3035	31	35	13.60
3036	31	36	13.90
3037	31	37	14.20
3038	31	38	14.50
3039	31	39	14.80
3040	31	40	15.10
3041	31	41	15.40
3042	31	42	15.70
3043	31	43	16.00
3044	31	44	16.30
3045	31	45	16.60
3046	31	46	16.90
3047	31	47	17.20
3048	31	48	17.50
3049	31	49	17.80
3050	31	50	18.10
3051	31	51	18.40
3052	31	52	18.70
3053	31	53	19.00
3054	31	54	19.30
3055	31	55	19.60
3056	31	56	19.90
3057	31	57	20.20
3058	31	58	20.50
3059	31	59	20.80
3060	31	60	21.10
3061	31	61	21.40
3062	31	62	21.70
3063	31	63	22.00
3064	31	64	22.30
3065	31	65	22.60
3066	31	66	22.90
3067	31	67	23.20
3068	31	68	23.50
3069	31	69	23.80
3070	31	70	24.10
3071	31	71	24.40
3072	31	72	24.70
3073	31	73	25.00
3074	31	74	25.30
3075	31	75	25.60
3076	31	76	25.90
3077	31	77	26.20
3078	31	78	26.50
3079	31	79	26.80
3080	31	80	27.10
3081	31	81	27.40
3082	31	82	27.70
3083	31	83	28.00
3084	31	84	28.30
3085	31	85	28.60
3086	31	86	28.90
3087	31	87	29.20
3088	31	88	29.50
3089	31	89	29.80
3090	31	90	30.10
3091	31	91	30.40
3092	31	92	30.70
3093	31	93	31.00
3094	31	94	31.30
3095	31	95	31.60
3096	31	96	31.90
3097	31	97	32.20
3098	31	98	32.50
3099	31	99	32.80
3100	31	0	3.10
3101	32	1	3.50
3102	32	2	3.80
3103	32	3	4.10
3104	32	4	4.40
3105	32	5	4.70
3106	32	6	5.00
3107	32	7	5.30
3108	32	8	5.60
3109	32	9	5.90
3110	32	10	6.20
3111	32	11	6.50
3112	32	12	6.80
3113	32	13	7.10
3114	32	14	7.40
3115	32	15	7.70
3116	32	16	8.00
3117	32	17	8.30
3118	32	18	8.60
3119	32	19	8.90
3120	32	20	9.20
3121	32	21	9.50
3122	32	22	9.80
3123	32	23	10.10
3124	32	24	10.40
3125	32	25	10.70
3126	32	26	11.00
3127	32	27	11.30
3128	32	28	11.60
3129	32	29	11.90
3130	32	30	12.20
3131	32	31	12.50
3132	32	32	12.80
3133	32	33	13.10
3134	32	34	13.40
3135	32	35	13.70
3136	32	36	14.00
3137	32	37	14.30
3138	32	38	14.60
3139	32	39	14.90
3140	32	40	15.20
3141	32	41	15.50
3142	32	42	15.80
3143	32	43	16.10
3144	32	44	16.40
3145	32	45	16.70
3146	32	46	17.00
3147	32	47	17.30
3148	32	48	17.60
3149	32	49	17.90
3150	32	50	18.20
3151	32	51	18.50
3152	32	52	18.80
3153	32	53	19.10
3154	32	54	19.40
3155	32	55	19.70
3156	32	56	20.00
3157	32	57	20.30
3158	32	58	20.60
3159	32	59	20.90
3160	32	60	21.20
3161	32	61	21.50
3162	32	62	21.80
3163	32	63	22.10
3164	32	64	22.40
3165	32	65	22.70
3166	32	66	23.00
3167	32	67	23.30
3168	32	68	23.60
3169	32	69	23.90
3170	32	70	24.20
3171	32	71	24.50
3172	32	72	24.80
3173	32	73	25.10
3174	32	74	25.40
3175	32	75	25.70
3176	32	76	26.00
3177	32	77	26.30
3178	32	78	26.60
3179	32	79	26.90
3180	32	80	27.20
3181	32	81	27.50
3182	32	82	27.80
3183	32	83	28.10
3184	32	84	28.40
3185	32	85	28.70
3186	32	86	29.00
3187	32	87	29.30
3188	32	88	29.60
3189	32	89	29.90
3190	32	90	30.20
3191	32	91	30.50
3192	32	92	30.80
3193	32	93	31.10
3194	32	94	31.40
3195	32	95	31.70
3196	32	96	32.00
3197	32	97	32.30
3198	32	98	32.60
3199	32	99	32.90
3200	32	0	3.20
3201	33	1	3.60
3202	33	2	3.90
3203	33	3	4.20
3204	33	4	4.50
3205	33	5	4.80
3206	33	6	5.10
3207	33	7	5.40
3208	33	8	5.70
3209	33	9	6.00
3210	33	10	6.30
3211	33	11	6.60
3212	33	12	6.90
3213	33	13	7.20
3214	33	14	7.50
3215	33	15	7.80
3216	33	16	8.10
3217	33	17	8.40
3218	33	18	8.70
3219	33	19	9.00
3220	33	20	9.30
3221	33	21	9.60
3222	33	22	9.90
3223	33	23	10.20
3224	33	24	10.50
3225	33	25	10.80
3226	33	26	11.10
3227	33	27	11.40
3228	33	28	11.70
3229	33	29	12.00
3230	33	30	12.30
3231	33	31	12.60
3232	33	32	12.90
3233	33	33	13.20
3234	33	34	13.50
3235	33	35	13.80
3236	33	36	14.10
3237	33	37	14.40
3238	33	38	14.70
3239	33	39	15.00
3240	33	40	15.30
3241	33	41	15.60
3242	33	42	15.90
3243	33	43	16.20
3244	33	44	16.50
3245	33	45	16.80
3246	33	46	17.10
3247	33	47	17.40
3248	33	48	17.70
3249	33	49	18.00
3250	33	50	18.30
3251	33	51	18.60
3252	33	52	18.90
3253	33	53	19.20
3254	33	54	19.50
3255	33	55	19.80
3256	33	56	20.10
3257	33	57	20.40
3258	33	58	20.70
3259	33	59	21.00
3260	33	60	21.30
3261	33	61	21.60
3262	33	62	21.90
3263	33	63	22.20
3264	33	64	22.50
3265	33	65	22.80
3266	33	66	23.10
3267	33	67	23.40
3268	33	68	23.70
3269	33	69	24.00
3270	33	70	24.30
3271	33	71	24.60
3272	33	72	24.90
3273	33	73	25.20
3274	33	74	25.50
3275	33	75	25.80
3276	33	76	26.10
3277	33	77	26.40
3278	33	78	26.70
3279	33	79	27.00
3280	33	80	27.30
3281	33	81	27.60
3282	33	82	27.90
3283	33	83	28.20
3284	33	84	28.50
3285	33	85	28.80
3286	33	86	29.10
3287	33	87	29.40
3288	33	88	29.70
3289	33	89	30.00
3290	33	90	30.30
3291	33	91	30.60
3292	33	92	30.90
3293	33	93	31.20
3294	33	94	31.50
3295	33	95	31.80
3296	33	96	32.10
3297	33	97	32.40
3298	33	98	32.70
3299	33	99	33.00
3300	33	0	3.30
3301	34	1	3.70
3302	34	2	4.00
3303	34	3	4.30
3304	34	4	4.60
3305	34	5	4.90
3306	34	6	5.20
3307	34	7	5.50
3308	34	8	5.80
3309	34	9	6.10
3310	34	10	6.40
3311	34	11	6.70
3312	34	12	7.00
3313	34	13	7.30
3314	34	14	7.60
3315	34	15	7.90
3316	34	16	8.20
3317	34	17	8.50
3318	34	18	8.80
3319	34	19	9.10
3320	34	20	9.40
3321	34	21	9.70
3322	34	22	10.00
3323	34	23	10.30
3324	34	24	10.60
3325	34	25	10.90
3326	34	26	11.20
3327	34	27	11.50
3328	34	28	11.80
3329	34	29	12.10
3330	34	30	12.40
3331	34	31	12.70
3332	34	32	13.00
3333	34	33	13.30
3334	34	34	13.60
3335	34	35	13.90
3336	34	36	14.20
3337	34	37	14.50
3338	34	38	14.80
3339	34	39	15.10
3340	34	40	15.40
3341	34	41	15.70
3342	34	42	16.00
3343	34	43	16.30
3344	34	44	16.60
3345	34	45	16.90
3346	34	46	17.20
3347	34	47	17.50
3348	34	48	17.80
3349	34	49	18.10
3350	34	50	18.40
3351	34	51	18.70
3352	34	52	19.00
3353	34	53	19.30
3354	34	54	19.60
3355	34	55	19.90
3356	34	56	20.20
3357	34	57	20.50
3358	34	58	20.80
3359	34	59	21.10
3360	34	60	21.40
3361	34	61	21.70
3362	34	62	22.00
3363	34	63	22.30
3364	34	64	22.60
3365	34	65	22.90
3366	34	66	23.20
3367	34	67	23.50
3368	34	68	23.80
3369	34	69	24.10
3370	34	70	24.40
3371	34	71	24.70
3372	34	72	25.00
3373	34	73	25.30
3374	34	74	25.60
3375	34	75	25.90
3376	34	76	26.20
3377	34	77	26.50
3378	34	78	26.80
3379	34	79	27.10
3380	34	80	27.40
3381	34	81	27.70
3382	34	82	28.00
3383	34	83	28.30
3384	34	84	28.60
3385	34	85	28.90
3386	34	86	29.20
3387	34	87	29.50
3388	34	88	29.80
3389	34	89	30.10
3390	34	90	30.40
3391	34	91	30.70
3392	34	92	31.00
3393	34	93	31.30
3394	34	94	31.60
3395	34	95	31.90
3396	34	96	32.20
3397	34	97	32.50
3398	34	98	32.80
3399	34	99	33.10
3400	34	0	3.40
3401	35	1	3.80
3402	35	2	4.10
3403	35	3	4.40
3404	35	4	4.70
3405	35	5	5.00
3406	35	6	5.30
3407	35	7	5.60
3408	35	8	5.90
3409	35	9	6.20
3410	35	10	6.50
3411	35	11	6.80
3412	35	12	7.10
3413	35	13	7.40
3414	35	14	7.70
3415	35	15	8.00
3416	35	16	8.30
3417	35	17	8.60
3418	35	18	8.90
3419	35	19	9.20
3420	35	20	9.50
3421	35	21	9.80
3422	35	22	10.10
3423	35	23	10.40
3424	35	24	10.70
3425	35	25	11.00
3426	35	26	11.30
3427	35	27	11.60
3428	35	28	11.90
3429	35	29	12.20
3430	35	30	12.50
3431	35	31	12.80
3432	35	32	13.10
3433	35	33	13.40
3434	35	34	13.70
3435	35	35	14.00
3436	35	36	14.30
3437	35	37	14.60
3438	35	38	14.90
3439	35	39	15.20
3440	35	40	15.50
3441	35	41	15.80
3442	35	42	16.10
3443	35	43	16.40
3444	35	44	16.70
3445	35	45	17.00
3446	35	46	17.30
3447	35	47	17.60
3448	35	48	17.90
3449	35	49	18.20
3450	35	50	18.50
3451	35	51	18.80
3452	35	52	19.10
3453	35	53	19.40
3454	35	54	19.70
3455	35	55	20.00
3456	35	56	20.30
3457	35	57	20.60
3458	35	58	20.90
3459	35	59	21.20
3460	35	60	21.50
3461	35	61	21.80
3462	35	62	22.10
3463	35	63	22.40
3464	35	64	22.70
3465	35	65	23.00
3466	35	66	23.30
3467	35	67	23.60
3468	35	68	23.90
3469	35	69	24.20
3470	35	70	24.50
3471	35	71	24.80
3472	35	72	25.10
3473	35	73	25.40
3474	35	74	25.70
3475	35	75	26.00
3476	35	76	26.30
3477	35	77	26.60
3478	35	78	26.90
3479	35	79	27.20
3480	35	80	27.50
3481	35	81	27.80
3482	35	82	28.10
3483	35	83	28.40
3484	35	84	28.70
3485	35	85	29.00
3486	35	86	29.30
3487	35	87	29.60
3488	35	88	29.90
3489	35	89	30.20
3490	35	90	30.50
3491	35	91	30.80
3492	35	92	31.10
3493	35	93	31.40
3494	35	94	31.70
3495	35	95	32.00
3496	35	96	32.30
3497	35	97	32.60
3498	35	98	32.90
3499	35	99	33.20
3500	35	0	3.50
3501	36	1	3.90
3502	36	2	4.20
3503	36	3	4.50
3504	36	4	4.80
3505	36	5	5.10
3506	36	6	5.40
3507	36	7	5.70
3508	36	8	6.00
3509	36	9	6.30
3510	36	10	6.60
3511	36	11	6.90
3512	36	12	7.20
3513	36	13	7.50
3514	36	14	7.80
3515	36	15	8.10
3516	36	16	8.40
3517	36	17	8.70
3518	36	18	9.00
3519	36	19	9.30
3520	36	20	9.60
3521	36	21	9.90
3522	36	22	10.20
3523	36	23	10.50
3524	36	24	10.80
3525	36	25	11.10
3526	36	26	11.40
3527	36	27	11.70
3528	36	28	12.00
3529	36	29	12.30
3530	36	30	12.60
3531	36	31	12.90
3532	36	32	13.20
3533	36	33	13.50
3534	36	34	13.80
3535	36	35	14.10
3536	36	36	14.40
3537	36	37	14.70
3538	36	38	15.00
3539	36	39	15.30
3540	36	40	15.60
3541	36	41	15.90
3542	36	42	16.20
3543	36	43	16.50
3544	36	44	16.80
3545	36	45	17.10
3546	36	46	17.40
3547	36	47	17.70
3548	36	48	18.00
3549	36	49	18.30
3550	36	50	18.60
3551	36	51	18.90
3552	36	52	19.20
3553	36	53	19.50
3554	36	54	19.80
3555	36	55	20.10
3556	36	56	20.40
3557	36	57	20.70
3558	36	58	21.00
3559	36	59	21.30
3560	36	60	21.60
3561	36	61	21.90
3562	36	62	22.20
3563	36	63	22.50
3564	36	64	22.80
3565	36	65	23.10
3566	36	66	23.40
3567	36	67	23.70
3568	36	68	24.00
3569	36	69	24.30
3570	36	70	24.60
3571	36	71	24.90
3572	36	72	25.20
3573	36	73	25.50
3574	36	74	25.80
3575	36	75	26.10
3576	36	76	26.40
3577	36	77	26.70
3578	36	78	27.00
3579	36	79	27.30
3580	36	80	27.60
3581	36	81	27.90
3582	36	82	28.20
3583	36	83	28.50
3584	36	84	28.80
3585	36	85	29.10
3586	36	86	29.40
3587	36	87	29.70
3588	36	88	30.00
3589	36	89	30.30
3590	36	90	30.60
3591	36	91	30.90
3592	36	92	31.20
3593	36	93	31.50
3594	36	94	31.80
3595	36	95	32.10
3596	36	96	32.40
3597	36	97	32.70
3598	36	98	33.00
3599	36	99	33.30
3600	36	0	3.60
3601	37	1	4.00
3602	37	2	4.30
3603	37	3	4.60
3604	37	4	4.90
3605	37	5	5.20
3606	37	6	5.50
3607	37	7	5.80
3608	37	8	6.10
3609	37	9	6.40
3610	37	10	6.70
3611	37	11	7.00
3612	37	12	7.30
3613	37	13	7.60
3614	37	14	7.90
3615	37	15	8.20
3616	37	16	8.50
3617	37	17	8.80
3618	37	18	9.10
3619	37	19	9.40
3620	37	20	9.70
3621	37	21	10.00
3622	37	22	10.30
3623	37	23	10.60
3624	37	24	10.90
3625	37	25	11.20
3626	37	26	11.50
3627	37	27	11.80
3628	37	28	12.10
3629	37	29	12.40
3630	37	30	12.70
3631	37	31	13.00
3632	37	32	13.30
3633	37	33	13.60
3634	37	34	13.90
3635	37	35	14.20
3636	37	36	14.50
3637	37	37	14.80
3638	37	38	15.10
3639	37	39	15.40
3640	37	40	15.70
3641	37	41	16.00
3642	37	42	16.30
3643	37	43	16.60
3644	37	44	16.90
3645	37	45	17.20
3646	37	46	17.50
3647	37	47	17.80
3648	37	48	18.10
3649	37	49	18.40
3650	37	50	18.70
3651	37	51	19.00
3652	37	52	19.30
3653	37	53	19.60
3654	37	54	19.90
3655	37	55	20.20
3656	37	56	20.50
3657	37	57	20.80
3658	37	58	21.10
3659	37	59	21.40
3660	37	60	21.70
3661	37	61	22.00
3662	37	62	22.30
3663	37	63	22.60
3664	37	64	22.90
3665	37	65	23.20
3666	37	66	23.50
3667	37	67	23.80
3668	37	68	24.10
3669	37	69	24.40
3670	37	70	24.70
3671	37	71	25.00
3672	37	72	25.30
3673	37	73	25.60
3674	37	74	25.90
3675	37	75	26.20
3676	37	76	26.50
3677	37	77	26.80
3678	37	78	27.10
3679	37	79	27.40
3680	37	80	27.70
3681	37	81	28.00
3682	37	82	28.30
3683	37	83	28.60
3684	37	84	28.90
3685	37	85	29.20
3686	37	86	29.50
3687	37	87	29.80
3688	37	88	30.10
3689	37	89	30.40
3690	37	90	30.70
3691	37	91	31.00
3692	37	92	31.30
3693	37	93	31.60
3694	37	94	31.90
3695	37	95	32.20
3696	37	96	32.50
3697	37	97	32.80
3698	37	98	33.10
3699	37	99	33.40
3700	37	0	3.70
3701	38	1	4.10
3702	38	2	4.40
3703	38	3	4.70
3704	38	4	5.00
3705	38	5	5.30
3706	38	6	5.60
3707	38	7	5.90
3708	38	8	6.20
3709	38	9	6.50
3710	38	10	6.80
3711	38	11	7.10
3712	38	12	7.40
3713	38	13	7.70
3714	38	14	8.00
3715	38	15	8.30
3716	38	16	8.60
3717	38	17	8.90
3718	38	18	9.20
3719	38	19	9.50
3720	38	20	9.80
3721	38	21	10.10
3722	38	22	10.40
3723	38	23	10.70
3724	38	24	11.00
3725	38	25	11.30
3726	38	26	11.60
3727	38	27	11.90
3728	38	28	12.20
3729	38	29	12.50
3730	38	30	12.80
3731	38	31	13.10
3732	38	32	13.40
3733	38	33	13.70
3734	38	34	14.00
3735	38	35	14.30
3736	38	36	14.60
3737	38	37	14.90
3738	38	38	15.20
3739	38	39	15.50
3740	38	40	15.80
3741	38	41	16.10
3742	38	42	16.40
3743	38	43	16.70
3744	38	44	17.00
3745	38	45	17.30
3746	38	46	17.60
3747	38	47	17.90
3748	38	48	18.20
3749	38	49	18.50
3750	38	50	18.80
3751	38	51	19.10
3752	38	52	19.40
3753	38	53	19.70
3754	38	54	20.00
3755	38	55	20.30
3756	38	56	20.60
3757	38	57	20.90
3758	38	58	21.20
3759	38	59	21.50
3760	38	60	21.80
3761	38	61	22.10
3762	38	62	22.40
3763	38	63	22.70
3764	38	64	23.00
3765	38	65	23.30
3766	38	66	23.60
3767	38	67	23.90
3768	38	68	24.20
3769	38	69	24.50
3770	38	70	24.80
3771	38	71	25.10
3772	38	72	25.40
3773	38	73	25.70
3774	38	74	26.00
3775	38	75	26.30
3776	38	76	26.60
3777	38	77	26.90
3778	38	78	27.20
3779	38	79	27.50
3780	38	80	27.80
3781	38	81	28.10
3782	38	82	28.40
3783	38	83	28.70
3784	38	84	29.00
3785	38	85	29.30
3786	38	86	29.60
3787	38	87	29.90
3788	38	88	30.20
3789	38	89	30.50
3790	38	90	30.80
3791	38	91	31.10
3792	38	92	31.40
3793	38	93	31.70
3794	38	94	32.00
3795	38	95	32.30
3796	38	96	32.60
3797	38	97	32.90
3798	38	98	33.20
3799	38	99	33.50
3800	38	0	3.80
3801	39	1	4.20
3802	39	2	4.50
3803	39	3	4.80
3804	39	4	5.10
3805	39	5	5.40
3806	39	6	5.70
3807	39	7	6.00
3808	39	8	6.30
3809	39	9	6.60
3810	39	10	6.90
3811	39	11	7.20
3812	39	12	7.50
3813	39	13	7.80
3814	39	14	8.10
3815	39	15	8.40
3816	39	16	8.70
3817	39	17	9.00
3818	39	18	9.30
3819	39	19	9.60
3820	39	20	9.90
3821	39	21	10.20
3822	39	22	10.50
3823	39	23	10.80
3824	39	24	11.10
3825	39	25	11.40
3826	39	26	11.70
3827	39	27	12.00
3828	39	28	12.30
3829	39	29	12.60
3830	39	30	12.90
3831	39	31	13.20
3832	39	32	13.50
3833	39	33	13.80
3834	39	34	14.10
3835	39	35	14.40
3836	39	36	14.70
3837	39	37	15.00
3838	39	38	15.30
3839	39	39	15.60
3840	39	40	15.90
3841	39	41	16.20
3842	39	42	16.50
3843	39	43	16.80
3844	39	44	17.10
3845	39	45	17.40
3846	39	46	17.70
3847	39	47	18.00
3848	39	48	18.30
3849	39	49	18.60
3850	39	50	18.90
3851	39	51	19.20
3852	39	52	19.50
3853	39	53	19.80
3854	39	54	20.10
3855	39	55	20.40
3856	39	56	20.70
3857	39	57	21.00
3858	39	58	21.30
3859	39	59	21.60
3860	39	60	21.90
3861	39	61	22.20
3862	39	62	22.50
3863	39	63	22.80
3864	39	64	23.10
3865	39	65	23.40
3866	39	66	23.70
3867	39	67	24.00
3868	39	68	24.30
3869	39	69	24.60
3870	39	70	24.90
3871	39	71	25.20
3872	39	72	25.50
3873	39	73	25.80
3874	39	74	26.10
3875	39	75	26.40
3876	39	76	26.70
3877	39	77	27.00
3878	39	78	27.30
3879	39	79	27.60
3880	39	80	27.90
3881	39	81	28.20
3882	39	82	28.50
3883	39	83	28.80
3884	39	84	29.10
3885	39	85	29.40
3886	39	86	29.70
3887	39	87	30.00
3888	39	88	30.30
3889	39	89	30.60
3890	39	90	30.90
3891	39	91	31.20
3892	39	92	31.50
3893	39	93	31.80
3894	39	94	32.10
3895	39	95	32.40
3896	39	96	32.70
3897	39	97	33.00
3898	39	98	33.30
3899	39	99	33.60
3900	39	0	3.90
3901	40	1	4.30
3902	40	2	4.60
3903	40	3	4.90
